database_id,scientificName,decimalLatitude,decimalLongitude,occurrenceID,basisOfRecord,verbatimEventDate,stateProvince,locality,identifiedBy,coordinateUncertaintyInMeters,recordedBy,country,county,year
GBIF_1,Heteroptera,23.190278,94.052778,657831441,PRESERVED_SPECIMEN,2001-06-19,Chin,Kalemyo,"Falin, Zachary",NA,"Jeng, Ming",NA,NA,2001
GBIF_2,Heteroptera,23.190278,94.052778,657710935,PRESERVED_SPECIMEN,2001-06-19,Chin,Kalemyo,"Falin, Zachary",NA,"Jeng, Ming",NA,NA,2001
GBIF_3,"Helopeltis theivora Waterhouse, 1886",1.365327,103.923001,4863934828,HUMAN_OBSERVATION,2024-03-29T09:27,East,NA,WonGun Kim,31447,Muhammad Huzaifah,NA,NA,2024
GBIF_4,"Poppiocapsidea biseratense (Distant, 1903)",1.296185,103.763753,4863758140,HUMAN_OBSERVATION,2024-01-23T13:46:23,Central,NA,WonGun Kim,NA,Yunhan,NA,NA,2024
GBIF_5,"Helopeltis cinchonae Mann, 1907",22.311143,103.87622,4863712663,HUMAN_OBSERVATION,2024-05-07T14:12,Lào Cai,NA,Tim Parker,5,Tim Parker,NA,NA,2024
GBIF_6,Hyalopeplinus malayensis Carvalho & Gross,15.792507,100.139948,4855044680,HUMAN_OBSERVATION,2024-03-07T14:59,Nakhon Sawan,NA,WonGun Kim,2,Gábor Keresztes,NA,NA,2024
GBIF_7,"Neolygus Knight, 1917",NA,NA,4853293310,MATERIAL_CITATION,2013-04-17,Chaiyaphum,Chulabhom Dam,NA,NA,T. Yasunaga,NA,NA,2013
GBIF_8,"Macrolonius sobrinus (Stal, 1855)",1.380135,103.816105,4852221860,HUMAN_OBSERVATION,2024-04-27T14:42,North,NA,Mike Hooper,NA,Mike Hooper,NA,NA,2024
GBIF_9,"Anthophilolygus bakeri (Poppius, 1915) Yasunaga, Schwartz & Chérot, 2018",7.004945,100.516414,4851932616,HUMAN_OBSERVATION,2024-04-29T19:25:35,Songkhla,NA,WonGun Kim,23,Punnawis Onrthammarat,NA,NA,2024
GBIF_10,"Cyrtorhinus lividipennis Reuter, 1885",15.792507,100.139948,4851774325,HUMAN_OBSERVATION,2024-03-07T13:36,Nakhon Sawan,NA,Gábor Keresztes,2,Gábor Keresztes,NA,NA,2024
GBIF_12,"Helopeltis theivora Waterhouse, 1886",1.296569,103.780106,4847132016,HUMAN_OBSERVATION,2024-03-02T11:45,Central,NA,Ivan Neo,13,Ivan Neo,NA,NA,2024
GBIF_13,"Nicostratus minor China & Carvalho, 1951",11.497927,103.123627,4847110399,HUMAN_OBSERVATION,2020-01-15T19:28:15,Kaôh Kong,NA,WonGun Kim,100,Gerard Chartier,NA,NA,2020
GBIF_14,"Nicostratus minor China & Carvalho, 1951",3.170754,101.770645,4846998528,HUMAN_OBSERVATION,2021-12-04T12:44,Selangor,NA,WonGun Kim,NA,Tomas Maul,NA,NA,2021
GBIF_15,"Helopeltis theivora Waterhouse, 1886",18.816797,98.924115,4846856907,HUMAN_OBSERVATION,2024-04-12T11:12,Chiang Mai,NA,Jacky CUDON,240,Jacky CUDON,NA,NA,2024
GBIF_16,"Pachypeltis anadyomene (Kirkaldy, 1902)",1.340805,103.822835,4846810439,HUMAN_OBSERVATION,2024-03-07T21:15,North,NA,Ivan Neo,613,Ivan Neo,NA,NA,2024
GBIF_17,"Helopeltis cinchonae Mann, 1907",22.333072,103.839705,4607492896,HUMAN_OBSERVATION,2024-04-04T13:08:36,Lào Cai,NA,arthropodadict,4,arthropodadict,NA,NA,2024
GBIF_18,"Macrolonius sobrinus (Stal, 1855)",3.532995,98.089683,4606763042,HUMAN_OBSERVATION,2024-03-11T16:02,Sumatera Utara,NA,WonGun Kim,8971,themufflab,NA,NA,2024
GBIF_19,"Macrolonius sobrinus (Stal, 1855)",3.172972,101.500803,4606598404,HUMAN_OBSERVATION,2024-03-27T09:18:30,Selangor,NA,Akmal Idham,5,Akmal Idham,NA,NA,2024
GBIF_20,"Helopeltis theivora Waterhouse, 1886",1.36754,103.751428,4597571534,HUMAN_OBSERVATION,2024-03-16T09:00,West,NA,Soh Kam Yung,NA,Soh Kam Yung,NA,NA,2024
GBIF_21,"Helopeltis theivora Waterhouse, 1886",1.34124,103.827389,4597468441,HUMAN_OBSERVATION,2024-03-08T09:18:09,North,NA,klearad,NA,klearad,NA,NA,2024
GBIF_22,"Helopeltis cinchonae Mann, 1907",18.838993,98.896998,4596991067,HUMAN_OBSERVATION,2024-03-12T08:55,Chiang Mai,NA,yipsee,61,yipsee,NA,NA,2024
GBIF_23,"Helopeltis theivora Waterhouse, 1886",1.37972,103.825677,4596853080,HUMAN_OBSERVATION,2024-02-17T11:49:26,North,NA,Gawain,13,Gawain,NA,NA,2024
GBIF_24,"Helopeltis theivora Waterhouse, 1886",3.173228,101.502247,4596820999,HUMAN_OBSERVATION,2024-03-06T09:52:30,Selangor,NA,Akmal Idham,5,Akmal Idham,NA,NA,2024
GBIF_25,"Helopeltis theivora Waterhouse, 1886",1.310774,103.814095,4596818449,HUMAN_OBSERVATION,2023-10-29,Central,NA,WonGun Kim,NA,Yunhan,NA,NA,2023
GBIF_26,"Helopeltis theivora Waterhouse, 1886",1.36091,103.946841,4596811548,HUMAN_OBSERVATION,2024-01-05T09:52:02,East,NA,Yunhan,NA,Yunhan,NA,NA,2024
GBIF_27,"Zanchius quinquemaculatus Zou, 1987",1.35591,103.816214,4535773865,HUMAN_OBSERVATION,2023-08-16T11:53:15,North,NA,WonGun Kim,NA,klearad,NA,NA,2023
GBIF_28,"Zanchius quinquemaculatus Zou, 1987",1.355807,103.81625,4535769644,HUMAN_OBSERVATION,2023-02-22T12:09:17,North,NA,WonGun Kim,NA,klearad,NA,NA,2023
GBIF_29,"Helopeltis theivora Waterhouse, 1886",1.335892,103.818458,4535585105,HUMAN_OBSERVATION,2023-12-17T13:22:39,North,NA,WonGun Kim,208,big-simonchan,NA,NA,2023
GBIF_30,"Helopeltis cinchonae Mann, 1907",18.538786,98.55069,4528380362,HUMAN_OBSERVATION,2024-02-27T17:57:33,Chiang Mai,NA,Wich’yanan L,NA,Wich’yanan L,NA,NA,2024
GBIF_31,"Helopeltis theivora Waterhouse, 1886",1.340925,103.830743,4528279370,HUMAN_OBSERVATION,2024-02-18T18:15,North,NA,Mike Hooper,NA,Mike Hooper,NA,NA,2024
GBIF_32,"Pachypeltis humerale (Walker, 1873)",3.153322,101.684528,4528166717,HUMAN_OBSERVATION,2023-02-26T17:17,Kuala Lumpur,NA,Tomas Maul,173,Tomas Maul,NA,NA,2023
GBIF_33,"Pachypeltis humerale (Walker, 1873)",18.804509,98.918026,4527948541,HUMAN_OBSERVATION,2021-11-12T11:29,Chiang Mai,NA,WonGun Kim,194,yipsee,NA,NA,2021
GBIF_34,"Pachypeltis humerale (Walker, 1873)",18.804509,98.918026,4527942533,HUMAN_OBSERVATION,2021-12-11T09:45,Chiang Mai,NA,WonGun Kim,194,yipsee,NA,NA,2021
GBIF_35,"Pachypeltis humerale (Walker, 1873)",3.124519,101.667958,4527921480,HUMAN_OBSERVATION,2021-05-01T12:04:28,Kuala Lumpur,NA,WonGun Kim,NA,Nurul Fitrah Marican,NA,NA,2021
GBIF_36,"Pachypeltis humerale (Walker, 1873)",3.151232,101.685615,4527919395,HUMAN_OBSERVATION,2020-08-23T13:04,Kuala Lumpur,NA,WonGun Kim,94,Tomas Maul,NA,NA,2020
GBIF_37,"Proboscidocoris malayus Reuter, 1908",12.995517,101.436575,4525207662,HUMAN_OBSERVATION,2024-02-16T20:06:45,Rayong,NA,WonGun Kim,NA,Niran Anurakpongsathorn,NA,NA,2024
GBIF_38,"Pachypeltis humerale (Walker, 1873)",18.800732,98.941395,4525072661,HUMAN_OBSERVATION,2022-12-03T10:29,Chiang Mai,NA,Jacky CUDON,230,Jacky CUDON,NA,NA,2022
GBIF_39,"Pachypeltis humerale (Walker, 1873)",7.087602,125.538423,4525049840,HUMAN_OBSERVATION,2022-11-30T16:56,Davao del Sur,NA,WonGun Kim,3239,eunicereyes,NA,NA,2022
GBIF_40,"Pachypeltis humerale (Walker, 1873)",18.804509,98.918026,4525002462,HUMAN_OBSERVATION,2019-08-29T13:17,Chiang Mai,NA,WonGun Kim,194,yipsee,NA,NA,2019
GBIF_41,"Pachypeltis humerale (Walker, 1873)",19.286022,98.003878,4524987414,HUMAN_OBSERVATION,2020-11-07T13:51:46,Mae Hong Son,NA,WonGun Kim,NA,Thomas Everest,NA,NA,2020
GBIF_42,"Pachypeltis humerale (Walker, 1873)",18.816797,98.924115,4524967491,HUMAN_OBSERVATION,2023-12-16T10:09,Chiang Mai,NA,Jacky CUDON,240,Jacky CUDON,NA,NA,2023
GBIF_43,"Pachypeltis humerale (Walker, 1873)",18.813618,99.023018,4524957631,HUMAN_OBSERVATION,2022-09-13T17:32,Chiang Mai,NA,Jacky CUDON,3207,Jacky CUDON,NA,NA,2022
GBIF_44,"Pachypeltis humerale (Walker, 1873)",18.816797,98.924115,4524952918,HUMAN_OBSERVATION,2022-06-23T12:05,Chiang Mai,NA,Jacky CUDON,240,Jacky CUDON,NA,NA,2022
GBIF_45,"Pachypeltis humerale (Walker, 1873)",18.913315,98.824772,4524952569,HUMAN_OBSERVATION,2018-11-23T06:46Z,Chiang Mai,NA,WonGun Kim,122,luohe,NA,NA,2018
GBIF_46,"Pachypeltis humerale (Walker, 1873)",3.151763,101.683576,4524924435,HUMAN_OBSERVATION,2019-12-01T12:15,Kuala Lumpur,NA,WonGun Kim,205,Tomas Maul,NA,NA,2019
GBIF_47,"Pachypeltis humerale (Walker, 1873)",2.883006,101.792931,4524896032,HUMAN_OBSERVATION,2023-06-09T10:00,Selangor,NA,Gerrit Alink,13,Gerrit Alink,NA,NA,2023
GBIF_48,"Pachypeltis humerale (Walker, 1873)",11.974774,102.321845,4524890612,HUMAN_OBSERVATION,2018-07-23T12:54,Trat,NA,WonGun Kim,127,Leo Strobel,NA,NA,2018
GBIF_49,"Pachypeltis humerale (Walker, 1873)",-1.688879,103.634441,4524889723,HUMAN_OBSERVATION,2023-01-01T11:22,Jambi,NA,WonGun Kim,382,Naufal Urfi Dhiya'ulhaq,NA,NA,2023
GBIF_50,"Andrewia bochkovi Konstantinov & Namyatova, 2020",-0.86539,136.03706,4524086867,PRESERVED_SPECIMEN,2012-08-13T00:00,Papua,"Biak Island, nr Wari",NA,NA,NA,NA,NA,2012
GBIF_51,Miridae,-1.02444,135.85747,4524086519,PRESERVED_SPECIMEN,2012-08-09T00:00,West Papua,"Biak Island, nr Wardo, nr waterfall",NA,NA,NA,NA,NA,2012
GBIF_53,"Macrolonius sobrinus (Stal, 1855)",1.372014,103.825789,4522491246,HUMAN_OBSERVATION,2023-10-15T15:25:06,North,NA,WonGun Kim,348,big-simonchan,NA,NA,2023
GBIF_54,"Helopeltis fasciaticollis Poppius, 1915",18.781689,98.948899,4516347699,HUMAN_OBSERVATION,2024-01-24T09:12,Chiang Mai,NA,WonGun Kim,206,yipsee,NA,NA,2024
GBIF_55,"Helopeltis theivora Waterhouse, 1886",19.384083,99.785469,4516335947,HUMAN_OBSERVATION,2024-01-25T11:16:57,Phayao,NA,luckana,NA,luckana,NA,NA,2024
GBIF_56,"Isabel ravana (Kirby, 1891)",-1.082173,133.906139,4510063392,HUMAN_OBSERVATION,2023-11-12T14:21:22,Papua Barat,NA,WonGun Kim,191,Jean-Paul Boerekamps,NA,NA,2023
GBIF_57,"Helopeltis theivora Waterhouse, 1886",4.424985,101.145663,4507650719,HUMAN_OBSERVATION,2022-05-09T08:46,Perak,NA,ChuahTC,31403,ChuahTC,NA,NA,2022
GBIF_58,"Helopeltis theivora Waterhouse, 1886",1.335892,103.818458,4506538048,HUMAN_OBSERVATION,2023-12-23T11:03:47,North,NA,big-simonchan,208,big-simonchan,NA,NA,2023
GBIF_59,"Helopeltis theivora Waterhouse, 1886",1.315819,103.80925,4506526316,HUMAN_OBSERVATION,2023-12-21T09:31:33,Central,NA,liai,83,liai,NA,NA,2023
GBIF_60,"Proboscidocoris malayus Reuter, 1908",-6.947607,107.924338,4500862152,HUMAN_OBSERVATION,2023-12-16T09:50,Jawa Barat,NA,WonGun Kim,1,Ganjar Cahyadi,NA,NA,2023
GBIF_61,"Helopeltis theivora Waterhouse, 1886",19.291051,97.959406,4500841334,HUMAN_OBSERVATION,2023-11-30,Mae Hong Son,NA,WonGun Kim,65,onidiras-iNaturalist,NA,NA,2023
GBIF_62,"Eurystylus burmanicus (Distant, 1904)",12.8028,99.4935,4500528065,HUMAN_OBSERVATION,2023-11-27T12:43,Phetchaburi,NA,WonGun Kim,NA,Remco Hofland,NA,NA,2023
GBIF_63,"Helopeltis cinchonae Mann, 1907",18.838993,98.896998,4465764212,HUMAN_OBSERVATION,2023-12-12T09:45,Chiang Mai,NA,yipsee,61,yipsee,NA,NA,2023
GBIF_64,"Charagochilus longicornis Reuter, 1885",19.750629,101.993723,4465693347,HUMAN_OBSERVATION,2023-12-09T11:32,Louangphrabang,NA,WonGun Kim,323,"Andy Goerdel - Texas Master Naturalist, Good Water Chapter",NA,NA,2023
GBIF_65,"Helopeltis cinchonae Mann, 1907",18.5259,98.4992,4465690147,HUMAN_OBSERVATION,2023-11-20T14:24,Chiang Mai,NA,WonGun Kim,NA,Remco Hofland,NA,NA,2023
GBIF_66,"Helopeltis theivora Waterhouse, 1886",1.357322,103.768637,4465686583,HUMAN_OBSERVATION,2023-12-06T11:55:35,West,NA,leewm66,234,leewm66,NA,NA,2023
GBIF_67,"Macrolonius sobrinus (Stal, 1855)",1.37973,103.826047,4465422724,HUMAN_OBSERVATION,2023-12-06T09:51,North-East,NA,ylsu,15,ylsu,NA,NA,2023
GBIF_68,"Proboscidocoris malayus Reuter, 1908",-7.205091,108.247428,4465380849,HUMAN_OBSERVATION,2023-05-17T09:02:57,Jawa Barat,NA,WonGun Kim,983,Jefta Natanael,NA,NA,2023
GBIF_69,"Punctifulvius Schmitz, 1978",14.506,101.92,4454769317,MATERIAL_CITATION,2008-10-27,Nakhon Ratchasima,Same,NA,NA,NA,NA,NA,2008
GBIF_71,"Punctifulvius Schmitz, 1978",14.506,101.92,4454769302,MATERIAL_CITATION,2008-10-27,Nakhon Ratchasima,Sakaerat Environmental Research Station,NA,NA,NA,NA,NA,2008
GBIF_73,Miridae,-0.908333,100.479,4452862597,MATERIAL_SAMPLE,2016-07-01,Sumatera Barat,PDG 2,Kate Perez,NA,NA,NA,NA,2016
GBIF_74,Miridae,-0.909444,100.476,4451183786,MATERIAL_SAMPLE,2016-06-03,Sumatera Barat,PDG 1,Kate Perez,NA,NA,NA,NA,2016
GBIF_75,Miridae,-0.908333,100.479,4448930297,MATERIAL_SAMPLE,2016-07-30,Sumatera Barat,PDG 2,Kate Perez,NA,NA,NA,NA,2016
GBIF_76,Miridae,-0.908333,100.479,4448855100,MATERIAL_SAMPLE,2016-07-01,Sumatera Barat,PDG 2,Kate Perez,NA,NA,NA,NA,2016
GBIF_77,Miridae,-0.908333,100.479,4446082959,MATERIAL_SAMPLE,2016-06-10,Sumatera Barat,PDG 2,Valerie Levesque-Beaudin,NA,NA,NA,NA,2016
GBIF_78,Miridae,-0.908333,100.479,4446052883,MATERIAL_SAMPLE,2016-07-01,Sumatera Barat,PDG 2,Kate Perez,NA,NA,NA,NA,2016
GBIF_79,Miridae,-0.908333,100.479,4446052780,MATERIAL_SAMPLE,2016-06-10,Sumatera Barat,PDG 2,Valerie Levesque-Beaudin,NA,NA,NA,NA,2016
GBIF_80,Miridae,-0.909444,100.476,4446052460,MATERIAL_SAMPLE,2016-07-15,Sumatera Barat,PDG 1,Valerie Levesque-Beaudin,NA,NA,NA,NA,2016
GBIF_81,Miridae,-0.908333,100.479,4446030853,MATERIAL_SAMPLE,2016-06-03,Sumatera Barat,PDG 2,Jayme E. Sones,NA,NA,NA,NA,2016
GBIF_82,Miridae,-0.909444,100.476,4446030449,MATERIAL_SAMPLE,2016-07-01,Sumatera Barat,PDG 1,Kate Perez,NA,NA,NA,NA,2016
GBIF_83,Miridae,-0.909444,100.476,4445996594,MATERIAL_SAMPLE,2016-06-10,Sumatera Barat,PDG 1,Kate Perez,NA,NA,NA,NA,2016
GBIF_84,Miridae,-0.909444,100.476,4445996497,MATERIAL_SAMPLE,2016-05-27,Sumatera Barat,PDG 1,Valerie Levesque-Beaudin,NA,NA,NA,NA,2016
GBIF_85,Miridae,-0.908333,100.479,4445955979,MATERIAL_SAMPLE,2016-07-08,Sumatera Barat,PDG 2,Kate Perez,NA,NA,NA,NA,2016
GBIF_86,Miridae,-0.908333,100.479,4445955919,MATERIAL_SAMPLE,2016-07-01,Sumatera Barat,PDG 2,Valerie Levesque-Beaudin,NA,NA,NA,NA,2016
GBIF_87,Miridae,-0.909444,100.476,4445947703,MATERIAL_SAMPLE,2016-06-10,Sumatera Barat,PDG 1,Kate Perez,NA,NA,NA,NA,2016
GBIF_88,Miridae,-0.908333,100.479,4445940017,MATERIAL_SAMPLE,2016-07-15,Sumatera Barat,PDG 2,Jayme E. Sones,NA,NA,NA,NA,2016
GBIF_89,BOLD:ACV5070,-0.909444,100.476,4445902487,MATERIAL_SAMPLE,2016-07-22,Sumatera Barat,PDG 1,Valerie Levesque-Beaudin,NA,NA,NA,NA,2016
GBIF_90,"Helopeltis cinchonae Mann, 1907",18.838993,98.896998,4442500567,HUMAN_OBSERVATION,2023-11-17T09:15,Chiang Mai,NA,yipsee,61,yipsee,NA,NA,2023
GBIF_91,"Dortus Distant, 1910",-6.931899,107.771119,4442374844,HUMAN_OBSERVATION,2023-08-18T08:22,Jawa Barat,NA,WonGun Kim,NA,Ganjar Cahyadi,NA,NA,2023
GBIF_92,"Helopeltis cinchonae Mann, 1907",18.798974,98.934007,4442363643,HUMAN_OBSERVATION,2023-02-20T18:15,Chiang Mai,NA,WonGun Kim,37,luluchouette,NA,NA,2023
GBIF_93,"Pachypeltis stali (Distant, 1910)",6.5682,124.3306,4440846100,HUMAN_OBSERVATION,2023-08-10T17:27,Sultan Kudarat,NA,WonGun Kim,NA,Remco Hofland,NA,NA,2023
GBIF_94,"Pachypeltis humerale (Walker, 1873)",18.816821,98.925877,4440830212,HUMAN_OBSERVATION,2023-10-21T08:28,Chiang Mai,NA,yipsee,61,yipsee,NA,NA,2023
GBIF_95,"Pachypeltis stali (Distant, 1910)",6.5682,124.3306,4440804096,HUMAN_OBSERVATION,2023-08-10T06:58,Sultan Kudarat,NA,WonGun Kim,NA,Remco Hofland,NA,NA,2023
GBIF_96,"Helopeltis theivora Waterhouse, 1886",4.535277,114.727669,4440760359,HUMAN_OBSERVATION,2019-02-21T21:59,Tutong,NA,WonGun Kim,94249,Albert Kang,NA,NA,2019
GBIF_97,"Pachypeltis gigas Carvalho, 1981",6.008127,116.54146,4440723908,HUMAN_OBSERVATION,2023-07-19T15:29,Sabah,NA,WonGun Kim,NA,Winsten Slowswakey,NA,NA,2023
GBIF_98,"Pachypeltis stali (Distant, 1910)",6.5691,124.329,4440642038,HUMAN_OBSERVATION,2023-08-11T09:46,Sultan Kudarat,NA,WonGun Kim,NA,Remco Hofland,NA,NA,2023
GBIF_99,"Pachypeltis stali (Distant, 1910)",6.562,124.3473,4440641067,HUMAN_OBSERVATION,2023-08-13T09:32,Sultan Kudarat,NA,WonGun Kim,NA,Remco Hofland,NA,NA,2023
GBIF_100,"Pachypeltis humerale (Walker, 1873)",4.600513,101.075784,4440594914,HUMAN_OBSERVATION,2023-03-20T20:59,Perak,NA,WonGun Kim,40752,Natural DudeGuy,NA,NA,2023
GBIF_101,"Arthriticus eugeniae Bergroth, 1923",1.356865,103.771858,4430896468,HUMAN_OBSERVATION,2020-08-21T12:27:22,West,NA,WonGun Kim,263,big-simonchan,NA,NA,2020
GBIF_102,"Poppiocapsidea biseratense (Distant, 1903)",12.924399,100.88679,4430890505,HUMAN_OBSERVATION,2021-01-23T07:01,Chon Buri,NA,Leonard Worthington,129,Leonard Worthington,NA,NA,2021
GBIF_103,"Helopeltis antonii V.Signoret, 1858",-6.930755,107.769213,4430498854,HUMAN_OBSERVATION,2023-10-11T08:29,Jawa Barat,NA,Ganjar Cahyadi,NA,Ganjar Cahyadi,NA,NA,2023
GBIF_132,"Horcias Distant, 1884",NA,NA,4424831542,PRESERVED_SPECIMEN,2013,NA,No further locality,NA,NA,NA,NA,NA,2013
GBIF_146,"Arthriticus eugeniae Bergroth, 1923",1.359992,103.826611,4424451807,HUMAN_OBSERVATION,2023-10-07T14:49:19,Central,NA,WonGun Kim,NA,klearad,NA,NA,2023
GBIF_147,"Helopeltis cinchonae Mann, 1907",-7.138414,107.803955,4424381549,HUMAN_OBSERVATION,2023-06-28T14:54,Jawa Barat,NA,WonGun Kim,NA,Ganjar Cahyadi,NA,NA,2023
GBIF_148,"Taylorilygus apicalis (Fieber, 1861)",18.804509,98.918026,4424083719,HUMAN_OBSERVATION,2023-07-03T09:13,Chiang Mai,NA,yipsee,194,yipsee,NA,NA,2023
GBIF_149,"Helopeltis theivora Waterhouse, 1886",1.347049,103.787991,4420709428,HUMAN_OBSERVATION,2023-07-02T13:05:38,Central,NA,big-simonchan,212,big-simonchan,NA,NA,2023
GBIF_150,"Proboscidocoris malayus Reuter, 1908",18.816797,98.924115,4413614162,HUMAN_OBSERVATION,2023-09-11T12:15,Chiang Mai,NA,Jacky CUDON,240,Jacky CUDON,NA,NA,2023
GBIF_151,"Pachypeltis anadyomene (Kirkaldy, 1902)",1.402197,103.967955,4413600480,HUMAN_OBSERVATION,2023-05-16T13:53:01,North-East,NA,budak,22,David Tan,NA,NA,2023
GBIF_152,"Helopeltis theivora Waterhouse, 1886",1.314146,103.815513,4407341920,HUMAN_OBSERVATION,2023-07-27T09:53:25,Central,NA,klearad,NA,klearad,NA,NA,2023
GBIF_153,"Helopeltis theivora Waterhouse, 1886",1.28606,103.783849,4407182528,HUMAN_OBSERVATION,2023-04-03T13:17,Central,NA,Muhammad Huzaifah,8,Muhammad Huzaifah,NA,NA,2023
GBIF_154,"Helopeltis theivora Waterhouse, 1886",14.439181,101.372367,4400168869,HUMAN_OBSERVATION,2023-08-06T12:51,Nakhon Nayok,NA,WonGun Kim,195,peterchristiaen,NA,NA,2023
GBIF_155,"Dioclerus thailandensis Stonedahl, 1988",NA,NA,4399044313,PRESERVED_SPECIMEN,1979-11-06,Changwat Tak,Bhumipol Dam,"Stonedahl, G.",NA,NA,NA,NA,1979
GBIF_156,"Macrolonius sobrinus (Stal, 1855)",1.380343,103.820851,4177576329,HUMAN_OBSERVATION,2023-07-26T09:32:40,North,NA,klearad,NA,klearad,NA,NA,2023
GBIF_157,"Bothriomiris dissimulans (Walker, 1873)",1.352083,103.819836,4177454608,HUMAN_OBSERVATION,2022-05-30T16:41,North,NA,WonGun Kim,33607,Joshua Wong,NA,NA,2022
GBIF_158,"Helopeltis theivora Waterhouse, 1886",1.319058,103.706154,4175449612,HUMAN_OBSERVATION,2020-02-21T00:00,NA,Jurong Bird Park,NA,250,1665984680,NA,NA,2020
GBIF_159,"Macrolonius sobrinus (Stal, 1855)",1.383327,103.819206,4171671821,HUMAN_OBSERVATION,2023-03-26T10:37,North,NA,Pizzas fear me,1073,Ng Yu Fei,NA,NA,2023
GBIF_160,"Helopeltis cinchonae Mann, 1907",18.526167,98.499138,4171392027,HUMAN_OBSERVATION,2023-07-15T14:05:02,Chiang Mai,NA,WonGun Kim,NA,Wich’yanan L,NA,NA,2023
GBIF_161,"Helopeltis theivora Waterhouse, 1886",1.352493,103.812932,4171175836,HUMAN_OBSERVATION,2023-07-16T10:47:17,North,NA,big-simonchan,3706,big-simonchan,NA,NA,2023
GBIF_162,"Helopeltis cinchonae Mann, 1907",18.838993,98.896998,4171161130,HUMAN_OBSERVATION,2023-07-24T09:34,Chiang Mai,NA,yipsee,61,yipsee,NA,NA,2023
GBIF_163,"Helopeltis cinchonae Mann, 1907",18.816797,98.924115,4165559485,HUMAN_OBSERVATION,2023-04-03T11:28,Chiang Mai,NA,WonGun Kim,240,Jacky CUDON,NA,NA,2023
GBIF_164,"Macrolonius sobrinus (Stal, 1855)",1.37972,103.825817,4162495730,HUMAN_OBSERVATION,2023-04-28T09:15:01,North,NA,klearad,NA,klearad,NA,NA,2023
GBIF_165,"Helopeltis Signoret, 1858",1.308577,103.817001,4154286315,HUMAN_OBSERVATION,2021-11-13T15:33Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/53074?questagame_user_id=53074'> klearad;questagame.com</a>,NA,NA,2021
GBIF_166,"Helopeltis Signoret, 1858",1.311099,103.813333,4154279730,HUMAN_OBSERVATION,2023-04-04T11:55Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/53074?questagame_user_id=53074'> klearad;questagame.com</a>,NA,NA,2023
GBIF_167,"Helopeltis Signoret, 1858",1.31384,103.815914,4154279310,HUMAN_OBSERVATION,2023-03-30T13:02Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/52996?questagame_user_id=52996'> Pizzas fear me;questagame.com</a>,NA,NA,2023
GBIF_168,"Poppiocapsidea Yasunaga, 1998",1.31384,103.815914,4154279232,HUMAN_OBSERVATION,2021-04-16T12:43Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/52996?questagame_user_id=52996'> Pizzas fear me;questagame.com</a>,NA,NA,2021
GBIF_169,"Helopeltis Signoret, 1858",1.313866,103.815594,4154278405,HUMAN_OBSERVATION,2023-03-08T12:53Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/53074?questagame_user_id=53074'> klearad;questagame.com</a>,NA,NA,2023
GBIF_170,"Helopeltis Signoret, 1858",1.313816,103.810147,4154277598,HUMAN_OBSERVATION,2021-05-01T11:40Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/52988?questagame_user_id=52988'> SunGW;questagame.com</a>,NA,NA,2021
GBIF_171,"Helopeltis Signoret, 1858",1.312903,103.815464,4154277081,HUMAN_OBSERVATION,2023-04-21T10:56Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/53074?questagame_user_id=53074'> klearad;questagame.com</a>,NA,NA,2023
GBIF_172,"Helopeltis Signoret, 1858",1.313149,103.81035,4154276069,HUMAN_OBSERVATION,2022-03-30T10:54Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/53074?questagame_user_id=53074'> klearad;questagame.com</a>,NA,NA,2022
GBIF_173,"Helopeltis Signoret, 1858",1.31384,103.815914,4154273546,HUMAN_OBSERVATION,2023-03-08T13:22Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/53111?questagame_user_id=53111'> budak;questagame.com</a>,NA,NA,2023
GBIF_174,"Helopeltis Signoret, 1858",1.314075,103.81559,4154273095,HUMAN_OBSERVATION,2023-01-04T11:12Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/53074?questagame_user_id=53074'> klearad;questagame.com</a>,NA,NA,2023
GBIF_175,"Poppiocapsidea Yasunaga, 1998",1.31384,103.815914,4154272440,HUMAN_OBSERVATION,2021-08-26T12:59Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/52996?questagame_user_id=52996'> Pizzas fear me;questagame.com</a>,NA,NA,2021
GBIF_176,"Helopeltis Signoret, 1858",1.31384,103.815914,4154272364,HUMAN_OBSERVATION,2023-03-08T12:23Z,NA,NA,NA,NA,<a href='https://bee.questagame.com/#/profile/53111?questagame_user_id=53111'> budak;questagame.com</a>,NA,NA,2023
GBIF_177,Miridae,NA,NA,4152848446,PRESERVED_SPECIMEN,2019-05-08,NA,NA,NA,NA,NA,NA,NA,2019
GBIF_178,Miridae,NA,NA,4152848353,PRESERVED_SPECIMEN,2019-05-08,NA,NA,NA,NA,NA,NA,NA,2019
